"APPLICATION_ID","ACTIVITY","ADMINISTERING_IC","APPLICATION_TYPE","ARRA_FUNDED","AWARD_NOTICE_DATE","BUDGET_START","BUDGET_END","CFDA_CODE","CORE_PROJECT_NUM","ED_INST_TYPE","FOA_NUMBER","FULL_PROJECT_NUM","FUNDING_ICs","FUNDING_MECHANISM","FY","IC_NAME","NIH_SPENDING_CATS","ORG_CITY","ORG_COUNTRY","ORG_DEPT","ORG_DISTRICT","ORG_DUNS","ORG_FIPS","ORG_IPF_CODE","ORG_NAME","ORG_STATE","ORG_ZIPCODE","PHR","PI_IDS","PI_NAMEs","PROGRAM_OFFICER_NAME","PROJECT_START","PROJECT_END","PROJECT_TERMS","PROJECT_TITLE","SERIAL_NUMBER","STUDY_SECTION","STUDY_SECTION_NAME","SUBPROJECT_ID","SUFFIX","SUPPORT_YEAR","DIRECT_COST_AMT","INDIRECT_COST_AMT","TOTAL_COST","TOTAL_COST_SUB_PROJECT"
"10070654","R01","NS","5","N","12/10/2020","12/01/2020","11/30/2021","853","R01NS113817","SCHOOLS OF MEDICINE","PA-19-056","5R01NS113817-02","NINDS:307537\","Non-SBIR/STTR RPGs","2021","NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE","","PITTSBURGH","UNITED STATES","BIOLOGY","18","004514360","US","2059802","UNIVERSITY OF PITTSBURGH AT PITTSBURGH","PA","152133203","The proposed experiments explore the brain circuits that support our seemingly effortless ability to learn and perform sequences of movements with grace and efficiency. Dysfunction in the same brain circuits is thought to cause some of the symptoms seen in common neurologic disorders such as Parkinson?s disease and dystonia. These experiments will elucidate the relationship between normal functions of the basal ganglia and the clinical signs associated with basal ganglia dysfunction.","1904041; ","TURNER, ROBERT STERLING;","CHEN, DAOFEN","12/15/2019","11/30/2024","Address; Anatomy; Animals; Area; Automobile Driving; Back; Basal Ganglia; base; Behavior; Behavioral; Bilateral; Brain; Brain region; Cell Nucleus; Clinical; Crystallization; density; Dimensions; Disease; Dystonia; Electrodes; experimental study; Familiarity; flexibility; Functional disorder; Globus Pallidus; Goals; Habits; Human; human disease; Impairment; Individual; Interruption; Lead; Learning; Lesion; Limb structure; Link; Liquid substance; Mediating; Memory; Methods; Monkeys; Motor; motor behavior; Motor Cortex; Motor Skills; Movement; nervous system disorder; Neurons; nonhuman primate; novel; Output; Parkinson Disease; Pathologic; Performance; Pharmacology; Physiological; Play; preference; prevent; Production; Psychological reinforcement; relating to nervous system; response; Response to stimulus physiology; Role; Sampling; sequence learning; Site; skills; Symptoms; Task Performances; Testing; theories; Time; Training; transmission process; ","Motor sequences and basal ganglia-cortical circuits","113817","SMI","Sensorimotor Integration Study Section ","","","02","196875","110662","307537",""
"10102159","R01","AG","5","N","12/10/2020","12/01/2020","11/30/2021","866","R01AG062528","SCHOOLS OF MEDICINE","PA-19-055","5R01AG062528-02","NIA:3499996\","Non-SBIR/STTR RPGs","2021","NATIONAL INSTITUTE ON AGING","","NEW YORK","UNITED STATES","NEUROLOGY","13","621889815","US","1833205","COLUMBIA UNIVERSITY HEALTH SCIENCES","NY","100323725","PROJECT NARRATIVE  This study will investigate the impacts of receiving personal information about risk of Alzheimer's disease related to the genetic susceptibility gene APOE, among Latinos who reside in three communities in northern Manhattan. Participants will be randomly assigned to receive risk information based on either (a) self-reported Latino ethnicity and family history of Alzheimer's disease or (b) the same information plus their APOE genotypes. Surveys and in-depth qualitative interviews at 6-weeks, 9-months, and 18-months after they receive risk information will be used to evaluate their responses. The results will provide important information for tailoring genetics education and counseling interventions to Latinos.","6240796 (contact); 1889022; ","OTTMAN, RUTH  (contact); SIEGEL, KAROLYNN ;","ELLIOTT, CERISE","02/15/2020","11/30/2024","Acculturation; Address; Adult; adverse outcome; Aging; Alzheimer's Disease; Alzheimer's disease risk; Anxiety; apolipoprotein E-4; base; Behavior; behavior change; Behavioral; Belief System; Caribbean Hispanic; Caucasians; Characteristics; Cognition; Communities; contextual factors; coping; Counseling; cultural values; Data; depressive symptoms; design; Disclosure; Disease; Distress; Dominican; Education; emotion regulation; Enrollment; Ethnic group; ethnic minority population; Ethnic Origin; European; Evaluation; Event; experience; Family; Family history of; General Population; Genetic; genetic information; genetic predictors; Genetic Predisposition to Disease; Genetic Risk; Genetic Status; genetic testing; Genotype; Health; high risk; Homozygote; improved; Incidence; Influentials; interest; Intervention; Interview; Investigation; Late Onset Alzheimer Disease; Latino; Learning; lifetime risk; Masks; Measures; Memory; Mental Depression; Methodology; Methods; Minority Groups; Modeling; Modification; Outcome; Participant; Patient Self-Report; Pattern; performance tests; Persons; Population; presymptomatic testing; Prevention trial; primary endpoint; psychosocial; Qualitative Research; Questionnaires; Randomized; Recording of previous events; Research; response; Risk; Risk Assessment; Risk Estimate; Running; Sampling; secondary endpoint; social stigma; Source; standardize measure; Stress and Coping; Study of Latinos; Subgroup; Surveys; Susceptibility Gene; Telephone; Testing; Time; Treatment/Psychosocial Effects; Washington; Work; ","Impacts of receiving Alzheimer's disease genetic risk information among Latinos in northern Manhattan","062528","ZRG1","Special Emphasis Panel ","","","02","2199512","1300484","3499996",""
"10083773","R01","NS","5","N","12/11/2020","12/01/2020","11/30/2021","853","R01NS095867","SCHOOLS OF MEDICINE","PA-13-302","5R01NS095867-05","NINDS:462873\","Non-SBIR/STTR RPGs","2021","NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE","","DALLAS","UNITED STATES","PEDIATRICS","30","800771545","US","578404","UT SOUTHWESTERN MEDICAL CENTER","TX","753909105","TITLE: Directed Evolution of Novel AAV Capsids for Global CNS Delivery in Rodents and Primates PROJECT NARRATIVE This project aims to make novel virus-based gene delivery vehicles (AAVs) that are specifically engineered to treat brain and spinal cord diseases. If successful, these new basic research and clinical tools will greatly facilitate the testing and application of gene therapy approaches in animal models and humans, with broad application towards numerous diseases such as inborn metabolic disorders, spinal muscular atrophy, and Alzheimer's. We will utilize a virus-based gene delivery platform that has been used in over 70 human clinical trials, and tailor these gene delivery vehicles to be administered by a single intrathecal injection, a routine outpatient procedure.","6869973; ","GRAY, STEVEN J;","MORRIS, JILL A","09/30/2016","11/30/2021","Address; adeno-associated viral vector; Alzheimer's Disease; Animal Model; Area; Astrocytes; Axonal Transport; base; Basic Science; Biodistribution; Blood - brain barrier anatomy; Brain; Capsid; cell type; Cells; Central Nervous System Diseases; Cerebrospinal Fluid; Cervical spinal cord structure; Clinical; clinical translation; Clinical Trials; cross reactivity; Dependovirus; design; Directed Molecular Evolution; Disease; DNA Shuffling; Dose; Effectiveness; Engineering; Exhibits; Frequencies; ganglion cell; Gene Delivery; gene delivery system; gene therapy; Gene Transfer; Genes; High-Throughput Nucleotide Sequencing; House mice; Human; in silico; in vitro Model; Injections; Intrathecal Injections; Intravenous; Libraries; Liver; Macaca mulatta; Metabolic Diseases; method development; Methods; Mus; nervous system disorder; Neuraxis; Neuroglia; Neurons; Neurotropism; neutralizing antibody; nonhuman primate; novel; novel virus; Oligodendroglia; Organ; Outpatients; Peripheral; Peripheral Nervous System; Population; pressure; Primates; Procedures; Property; Reagent; Research; Rodent; Rodent Model; Schwann Cells; Serotyping; Serum; Specificity; Spinal Cord; Spinal Cord Diseases; Spinal Muscular Atrophy; Testing; Therapeutic; tool; transgene delivery; transgene expression; Translating; Translations; Tropism; Variant; vector; Virus; ","Directed Evolution of Novel AAV Capsis for Global CNS Delivery in Rodents and Primates","095867","GDD","Gene and Drug Delivery Systems Study Section ","","","05","392687","70186","462873",""
"10071917","R01","HL","5","N","12/11/2020","12/01/2020","11/30/2021","837","R01HL150521","SCHOOLS OF MEDICINE","PA-19-056","5R01HL150521-02","NHLBI:611150\","Non-SBIR/STTR RPGs","2021","NATIONAL HEART, LUNG, AND BLOOD INSTITUTE","","LA JOLLA","UNITED STATES","INTERNAL MEDICINE/MEDICINE","52","804355790","US","577507","UNIVERSITY OF CALIFORNIA, SAN DIEGO","CA","920930934","NARRATIVE We have taken leveraged identification of a risk allele for myocardial infarction (MI) to permit identification of a large promoter pause-release transcriptional program activated by genotoxic stress, uncovering an unexpected strategy by which CTCF and lncRNAs mediate cardio- protection based on actions in cardiac myocytes. In the case of the promoter of the Sirtuin1 gene (SIRT1), which encodes an evolutionarily conserved NAD+-dependent deacetylase involved in oxidative stress response, the stress-induced binding of CTCF permits interactions with an upstream CTCF and with an adjacent lncRNA harboring enhancer-like properties, which activates transcription of the SIRT1 promoter by a promoter pause release strategy, potentially mediated by CTCF-dependent liquid-liquid phase separation (LLPS) events. This proposal will provide new insights into stress-induced transcriptional regulation based on alterations in CTCF binding and altered chromosomal architecture.","1863655; ","ROSENFELD, MICHAEL G;","WONG, RENEE P","12/15/2019","11/30/2023","3-Dimensional; Acute; Affinity; Architecture; base; Binding; Binding Proteins; Binding Sites; Biological; biological adaptation to stress; Cardiac; Cardiac Myocytes; cardioprotection; CCCTC-binding factor; cell type; Cells; Chromosomes; cohort; Data; Deacetylase; disorder risk; Dissection; DNA; Elements; Enhancers; epigenomics; Event; experimental study; Gene Expression; Gene Expression Regulation; Genes; Genetic Transcription; Genome; genome wide association study; genome-wide; Genomics; Genotoxic Stress; Homeostasis; Human Genome; Hydrogen Peroxide; Hypoxia; in vivo; Individual; induced pluripotent stem cell; insight; Investigation; Licensing; Link; Liquid substance; Mediating; Modeling; Modification; Molecular; Mus; Myocardial Infarction; novel; Nucleic Acid Regulatory Sequences; Organogenesis; Oxidative Stress; Phase; Phosphorylation; Physiological; Positioning Attribute; programs; promoter; Property; Proteins; recruit; Reperfusion Injury; Research; response; Risk; risk variant; Role; Signal Pathway; Signal Transduction; Site; Stress; Testing; Time; Tissues; Transcriptional Regulation; Zinc Fingers; ","A stress-induced promoter pause release program in cardiomyocytes protecting against myocardial infarction","150521","MGB","Molecular Genetics B Study Section ","","","02","466083","145067","611150",""
"10058770","R01","CA","5","N","12/07/2020","12/01/2020","11/30/2021","395","R01CA213233","HOSPITALS","PA-13-302","5R01CA213233-05","NCI:435138\","Non-SBIR/STTR RPGs","2021","NATIONAL CANCER INSTITUTE","","HOUSTON","UNITED STATES","BIOLOGY","09","800772139","US","578407","UNIVERSITY OF TX MD ANDERSON CAN CTR","TX","770304009","Pancreatic cancer continues to be one of the deadliest cancers with dismal prognosis and the current approved therapies have only mildly improved the survival of the patients. Therefore new therapy strategies must be explored. In this grant application, we propose to test a new idea of targeting pancreatic cancer using exosomes to deliver drugs.","1858925; ","KALLURI, RAGHU ;","FU, YALI","12/27/2016","11/30/2021","Apoptosis; Applications Grants; base; Biological Assay; Biology; Blood Circulation; Brain; cancer therapy; CD47 gene; Cell Proliferation; Cells; Clinic; Clinical; Codon Nucleotides; Complement; Coupled; Cultured Cells; Data; design; Disease; DNA; dosage; Eating; effective therapy; Electroporation; Endopeptidase K; Engineering; Exhibits; exosome; experimental study; Extracellular Protein; extracellular vesicles; Fibroblasts; Frequencies; Future; Genetic; Genetic study; Genetically Engineered Mouse; Glycine; Half-Life; Human; Image; imaging modality; Impairment; improved; insight; Integrins; Investigation; ITGAM gene; knowledge translation; KRAS2 gene; Label; Liposomes; Liver; Lung; macrophage; Malignant neoplasm of pancreas; Malignant Neoplasms; Mediating; Mediator of activation protein; Molecular; monocyte; mouse model; Mus; Mutation; nanoparticle; neutralizing antibody; novel strategies; novel therapeutics; Oncogenic; outcome forecast; Pancreas; pancreatic cancer cells; pancreatic cancer model; Pancreatic Ductal Adenocarcinoma; pancreatic neoplasm; Pathogenesis; Pathway interactions; Patients; penis foreskin; Performance; Phagocytes; Pharmaceutical Preparations; Pharmacology; Physiological; Play; pre-clinical; preclinical study; Process; programs; Proteins; Proteomics; Research; RNA; RNA delivery; RNA Interference; Role; Route; Signal Transduction; small hairpin RNA; Small Interfering RNA; standard of care; Survival Rate; System; Techniques; Tertiary Protein Structure; Testing; Therapeutic; therapeutic evaluation; Tissues; Trypsin; tumor; tumor progression; Western Blotting; Xenograft procedure; ","Exosomes in Cancer Therapy","213233","DT","Developmental Therapeutics Study Section ","","","05","271962","163176","435138",""
"10063888","R01","HL","5","N","12/09/2020","12/01/2020","11/30/2021","837","R01HL136758","SCHOOLS OF MEDICINE","PA-16-160","5R01HL136758-04","NHLBI:360000\","Non-SBIR/STTR RPGs","2021","NATIONAL HEART, LUNG, AND BLOOD INSTITUTE","","NEW YORK","UNITED STATES","INTERNAL MEDICINE/MEDICINE","13","621889815","US","1833205","COLUMBIA UNIVERSITY HEALTH SCIENCES","NY","100323725","Narrative Obesity and high-fat diet are associated with an increased risk of arrhythmia and sudden cardiac death. Using rodent models and human stem-cell derived cardiomyocytes, this project seeks to understand how saturated fat causes heart rhythm abnormalities","9450878; ","MORROW, JOHN PEARCE;","TJURMINA, OLGA A","01/15/2018","11/30/2022","acetovanillone; Arrhythmia; Calcium; calcium uniporter; Cardiac; Cardiac Myocytes; CRISPR/Cas technology; Data; Diet; Electrophysiology (science); experimental study; Fatty Acids; Frequencies; Functional disorder; Genes; Genetic; Genetic Models; Genetic Transcription; Heart; heart rhythm; High Fat Diet; Human; human stem cells; in vivo; inhibitor/antagonist; Inner mitochondrial membrane; Intake; Ion Channel; Knockout Mice; Link; lipid metabolism; Lipids; Methods; Mitochondria; mitochondrial dysfunction; Modeling; Molecular; monounsaturated fat; Mus; NADPH Oxidase; Obesity; Olive oil preparation; Optics; Oxidases; Oxidative Stress; Pathway interactions; Patients; prevent; Risk; Rodent Model; Sarcoplasmic Reticulum; saturated fat; Serum; Signal Transduction; sudden cardiac death; Testing; TLR4 gene; Transgenic Mice; Ventricular; Ventricular Fibrillation; Ventricular Tachycardia; Wild Type Mouse; ","Molecular mechanisms of arrhythmia caused by high-fat diet","136758","ESTA","Electrical Signaling, Ion Transport, and Arrhythmias Study Section ","","","04","225000","135000","360000",""
"10291628","R01","DC","3","N","12/08/2020","11/01/2020","04/30/2021","173","R01DC011284","SCHOOLS OF ARTS AND SCIENCES","PA-20-222","3R01DC011284-08S1","NIDCD:63948\","Non-SBIR/STTR RPGs","2021","NATIONAL INSTITUTE ON DEAFNESS AND OTHER COMMUNICATION DISORDERS","","NEW YORK","UNITED STATES","NEUROSCIENCES","12","041968306","US","5998301","NEW YORK UNIVERSITY","NY","100122300","PROJECT NARRATIVE Transient periods of hearing loss in children can induce deficits in aural communication that persevere long after audibility has returned to normal, suggesting permanent changes to the auditory central nervous system. This proposal will evaluate the premise that developmental hearing loss-induced perceptual impairments are caused by a permanent reduction of auditory cortical inhibitory synapse strength, and tests whether perception can be restored by rescuing inhibitory synapse function. The long-term impact of this research will be to identify and remediate a central nervous system mechanism that contributes to hearing loss-induced perceptual deficits and, independent of cochlear pathology, provides one explanation for the educational barriers that persist even when audibility is restored.","1863762; ","SANES, DAN HARVEY;","POREMBA, AMY","12/10/2010","04/30/2023","Abbreviations; Address; Adult; Age; Animals; Auditory; Auditory area; Auditory Perception; auditory processing; Baclofen; Basic Science; behavior test; Behavioral; Bilateral; Bilateral Hearing Loss; Brain; calmodulin-dependent protein kinase II; Cells; Child; Childhood; childhood hearing loss; Clinical Research; Closure by clamp; Cochlea; Cognitive deficits; Collaborations; Communication; Control Animal; design; Detection; Development; developmental disease; Earplug; Enhancers; Excitatory Postsynaptic Potentials; GABA Receptor; GABA-A Receptor; gamma-Aminobutyric Acid; Genes; Genome; gephyrin; Gerbils; Goals; hearing impairment; high throughput screening; hippocampal pyramidal neuron; Impairment; improved; Individual; Inhibitory Synapse; Injections; innovation; Interneurons; Learning; Light; Measures; Mediating; Methods; Molecular Target; Neuraxis; normal hearing; optogenetics; Pathology; Perception; Performance; permanent hearing loss; Pharmaceutical Preparations; postnatal; postsynaptic; promoter; Property; protein transport; Proteins; Psychometrics; Pyramidal Cells; receptor; receptor expression; Research; Research Support; Risk; Role; Saline; scaffold; Sensory; skills; Slice; Synapses; synaptic function; synaptic inhibition; System; Testing; Transfection; transmission process; vector; Viral Vector; zolpidem; ","Rescue of cortical inhibitory synapses following developmental hearing loss","011284","","","","S1","08","40346","23602","63948",""
"10154750","R01","CA","1","N","12/09/2020","12/09/2020","11/30/2021","393","R01CA257548","SCHOOLS OF MEDICINE","PA-19-056","1R01CA257548-01","NCI:594053\","Non-SBIR/STTR RPGs","2021","NATIONAL CANCER INSTITUTE","","NEW YORK","UNITED STATES","OTHER BASIC SCIENCES","13","078861598","US","3839801","ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI","NY","100296574","PROJECT NARRATIVE The proposed research is focused on understanding the molecular basis of the tumor suppressor activity of wild-type p53 and the oncogenic functions of tumor-derived mutant p53. The long-term goal is to utilize this knowledge to improve diagnosis and design novel targeted therapies for a wide variety of human cancers.","1898855 (contact); 8019205; ","MANFREDI, JAMES J (contact); PRIVES, CAROL ;","JOHNSON, RONALD L","12/09/2020","11/30/2025","Address; Apoptosis; base; Cell Lineage; Cells; Complex; diagnosis design; DNA Damage; functional restoration; gain of function; Gene Expression; Genes; Genetic Transcription; Goals; Human; improved; in vivo; in vivo Model; insight; Knowledge; Liver; Malignant Neoplasms; Mediating; Molecular; mouse model; mutant; Mutation; neoplastic cell; new therapeutic target; Normal Cell; Oncogenic; Outcome; Radiation Tolerance; Research; Resistance; response; Role; Specificity; Spleen; targeted treatment; Therapeutic; Therapeutic Index; Thymus Gland; Tissue-Specific Gene Expression; Tissues; TP53 gene; Transcriptional Regulation; tumor; Tumor Suppression; Tumor Suppressor Proteins; Tumor-Derived; tumorigenesis; ","Cell lineage determinants of p53-driven fate outcomes in vivo","257548","CAMP","Cancer Molecular Pathobiology Study Section ","","","01","387812","206241","594053",""
"10290297","IK2","VA","5","N","12/10/2020","11/01/2020","09/30/2021","999","IK2RX001512","","RFA-RX-15-009","5IK2RX001512-06","","OTHERS","2021","Veterans Affairs","","SAN DIEGO","UNITED STATES","","52","073358855","US","481156","VA SAN DIEGO HEALTHCARE SYSTEM","CA","921610002","Many Operation Enduring Freedom/Operation Iraqi Freedom/Operation New Dawn era Veterans have suffered a mild traumatic brain injury (mTBI), and now cope with multiple post- injury symptoms, including sleep disturbances (especially insomnia). Chronic insomnia in mTBI patients has the potential to exacerbate other symptoms, delay recovery, and negatively affect many of the cognitive, psychological, and neuromuscular sequelae of mTBI, thereby decreasing quality of life. Although Cognitive-Behavioral Therapy for Insomnia (CBT-I) has been shown to be an effective evidence-based treatment for insomnia, there are no published randomized controlled trials evaluating the potential strengths and/or limitations of CBT-I in post-mTBI patients. Therefore, assessing CBT-I in the context of mTBI holds promise to provide substantial benefits in terms of improved rehabilitation outcomes in Veterans who have suffered mTBI.","8403610; ","ORFF, HENRY JOHN;","","11/01/2015","09/30/2021","Academy; addiction; Address; Adopted; Afghanistan; Alcohols; American; Appointment; associated symptom; Attention; Award; Behavioral; Biometry; blind; Brain Concussion; Brain Injuries; Budgets; career; Caring; Chronic; Chronic Insomnia; Clinical; Clinical Psychology; clinically relevant; Cognitive; cognitive benefits; cognitive rehabilitation; Cognitive Therapy; comorbid depression; Complex; design; Development; Diagnosis; disability; Distal; Doctor of Philosophy; Drug abuse; Education; Educational Background; Effect Modifiers (Epidemiology); Enrollment; Ensure; Environment; Ethics; Evaluation; Evidence based practice; Evidence based treatment; experience; Feeling suicidal; Fellowship; Freedom; Funding; Goals; Health; Healthcare Systems; High Prevalence; improved; Individual; Injury; interest; Internships; Intervention; Investigation; Iraq; Israel; Lead; Letters; Literature; Manuscripts; Measures; Mediator of activation protein; Medicine; meetings; Mental Depression; Mental disorders; Mental Health; Mentors; Mentorship; mid-career faculty; mild traumatic brain injury; Minor; National Research Service Awards; negative affect; neuromuscular; Neuropsychology; Occupational; operation; Outcome; Outcome Assessment; Outcome Measure; Pain; patient population; Patients; Pharmaceutical Preparations; Philadelphia; physical conditioning; Polysomnography; Population; Post-Concussion Syndrome; Post-Traumatic Stress Disorders; Postdoctoral Fellow; potential biomarker; pre-doctoral; primary outcome; professor; programs; Psychiatry; psychologic; Psychologist; Psychology; Publications; Publishing; Quality of life; Randomized; Randomized Clinical Trials; Randomized Controlled Trials; Recording of previous events; Recovery; recruit; Regimen; Rehabilitation Outcome; rehabilitation research; Rehabilitation therapy; Reporting; Research; research and development; Research Assistant; Research Design; Research Personnel; Risk; Safety; secondary outcome; service member; side effect; skills; Sleep; Sleep Disorders; Sleep disturbances; Sleeplessness; social; Societies; sound; Staging; Statistical Data Interpretation; Stress; Supervision; symposium; Symptoms; Telephone; Testing; Therapeutic; Time; Training; Training Programs; Traumatic Brain Injury; treatment effect; Treatment outcome; treatment response; trial comparing; unhealthy lifestyle; Universities; Veterans; War; wound; Writing; ","Cognitive Behavioral Therapy for Insomnia for Veterans with History of TBI","001512","RRD9","Career Development Program - Panel II ","","","06","","","",""
"10103959","R34","MH","1","N","12/09/2020","12/09/2020","11/30/2021","242","R34MH124767","SCHOOLS OF MEDICINE","PAR-18-431","1R34MH124767-01","NIMH:195000\","Non-SBIR/STTR RPGs","2021","NATIONAL INSTITUTE OF MENTAL HEALTH","","ANN ARBOR","UNITED STATES","PSYCHIATRY","12","073133571","US","1506502","UNIVERSITY OF MICHIGAN AT ANN ARBOR","MI","481091276","PROJECT NARRATIVE The proposed project will fill a critical gap in improving continuity of care strategies for suicidal adolescents seen in Emergency Departments (EDs), many of whom remain at high risk for suicidal behavior and recurrent suicidal crises following ED discharge. The goal of this project is to conduct a three-arm pilot of a text-based intervention for parents of suicidal youth, with an embedded micro-randomized trial (MRT). Findings from this study will provide the groundwork for the construction of an innovative, text-based and adaptive intervention for parents of suicidal adolescents that could lead to a reduction in youth suicidal behavior during the high-risk period after ED care?an important suicide prevention target.","12314267; ","CZYZ, EWA KARINA;","O'CONNOR, STEPHEN","12/09/2020","11/30/2023","17 year old; Accident and Emergency department; adaptive intervention; Address; Adolescent; Ambulatory Care; arm; base; Behavior; behavioral health; Caregivers; caregiving; Caring; Cause of Death; Characteristics; Child; Clinical; Communication; Continuity of Patient Care; Control Groups; coping; Data; design; Development; Discharge Plannings; Distal; Elements; Emergency Care; Emergency department visit; Emergency Department-based Intervention; Emotional; emotional distress; experience; Experimental Designs; Family; Feeling; Feeling suicidal; Focus Groups; follow-up; Foundations; Goals; group intervention; high risk; high risk parents; improved; Individual; innovation; Intervention; Lead; Minor; Monitor; Moods; multi-component intervention; National Institute of Mental Health; neglect; Outcome; Parents; Personal Satisfaction; personalized intervention; Persons; Pilot Projects; Practice Guidelines; premature; Preparation; prevent; Public Health; Randomized; randomized trial; Recommendation; Recurrence; Reporting; Risk; Safety; Self Efficacy; Services; Specific qualifier value; Stress; suicidal; suicidal adolescent; suicidal behavior; suicidal risk; Suicide; Suicide attempt; Suicide prevention; Text; Text Messaging; therapy design; Time; United States; Work; Youth; ","Developing text-based support for parents of suicidal adolescents after emergency department visits: A multi-component intervention pilot","124767","SERV","Mental Health Services Research Committee ","","","01","125000","70000","195000",""
